tau_st_m,tau_quantile_pct,authorized_trial_count,authorized_pass_rate_pct,authorized_median_rms_m,authorized_min_rms_m,authorized_max_rms_m
11.0160051662175,95,20,95,10.7586207680493,10.7418443766315,11.0180478296761
