candidate_offset_m,candidate_east_m,candidate_north_m,sat_id,system,prn,azimuth_deg,elevation_deg,candidate_lat_deg,candidate_lon_deg,candidate_height_m,rho_authorized_m,rho_candidate_m,delta_range_m
5,5,0,C04,BeiDou,4,128.263445539162,26.7167880823043,35.7720419599873,120.024827395193,92.8890019571409,38903009.0511728,38903005.5444434,-3.50672940164804
5,5,0,C05,BeiDou,5,248.678114368494,11.2768571098931,35.7720419599873,120.024827395193,92.8890019571409,40408501.3666503,40408505.9344932,4.5678429082036
5,5,0,C06,BeiDou,6,169.207868805219,84.3979245008998,35.7720419599873,120.024827395193,92.8890019571409,35760369.4962767,35760369.4048831,-0.0913936346769333
5,5,0,C07,BeiDou,7,241.159365277131,64.1498550764723,35.7720419599873,120.024827395193,92.8890019571409,36532769.2762782,36532771.1859658,1.90968752652407
5,5,0,C09,BeiDou,9,311.167333846806,76.9754431310096,35.7720419599873,120.024827395193,92.8890019571409,36099520.6658509,36099521.5141284,0.848277449607849
5,5,0,C10,BeiDou,10,240.07132263708,48.7660259028624,35.7720419599873,120.024827395193,92.8890019571409,37577309.6788543,37577312.5350467,2.85619239509106
5,5,0,C11,BeiDou,11,72.5279721218669,63.1342273428575,35.7720419599873,120.024827395193,92.8890019571409,22115817.5950794,22115815.4398181,-2.15526131540537
5,5,0,C12,BeiDou,12,40.0007038488761,15.4910222784539,35.7720419599873,120.024827395193,92.8890019571409,25569870.8658595,25569867.7686396,-3.0972198471427
5,5,0,C16,BeiDou,16,159.417948756431,84.0262942277665,35.7720419599873,120.024827395193,92.8890019571409,35840225.3097738,35840225.1268423,-0.182931452989578
5,5,0,C20,BeiDou,20,311.55603579635,0.189664575187336,35.7720419599873,120.024827395193,92.8890019571409,27177356.898596,27177360.6401144,3.74151831865311
5,5,0,C23,BeiDou,23,328.597894235386,64.436339828731,35.7720419599873,120.024827395193,92.8890019571409,22024613.6942614,22024614.8184448,1.12418335303664
