epoch_time,time_offset_min,sat_id,system,prn,azimuth_deg,elevation_deg,range_m,transit_time_s,sat_clock_error_s,ephemeris_age_s,visible,status
2026-01-08 05:59:39,0,C01,BeiDou,1,144.940140842499,36.4222311239129,38018751.9301795,0.126816905881533,-0.00022966766152327,20.88400000002,1,visible
2026-01-08 05:59:39,0,C02,BeiDou,2,226.143982126562,27.8769029793499,38794537.114773,0.129404646713204,0.000796200969189518,20.88400000002,1,visible
2026-01-08 05:59:39,0,C03,BeiDou,3,193.791206477538,40.4414663985256,37749978.5277819,0.125920374313692,0.000914384036845684,20.88400000002,1,visible
2026-01-08 05:59:39,0,C04,BeiDou,4,128.263445539162,26.7167880823043,38903009.0511728,0.1297664701464,-0.00088693562787527,20.88400000002,1,visible
2026-01-08 05:59:39,0,C05,BeiDou,5,248.678114368494,11.2768571098931,40408501.3666503,0.1347882519668,-0.00016528285983381,20.88400000002,1,visible
2026-01-08 05:59:39,0,C06,BeiDou,6,169.207868805219,84.3979245008998,35760369.4962767,0.119283752949771,5.07575790272154e-05,20.88400000002,1,visible
2026-01-08 05:59:39,0,C07,BeiDou,7,241.159365277131,64.1498550764723,36532769.2762782,0.121860201287246,0.000445025875674783,20.88400000002,1,visible
2026-01-08 05:59:39,0,C08,BeiDou,8,189.886034194977,-16.9132583262991,43521372.0344946,0.145171670844683,-0.000657296288400892,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C09,BeiDou,9,311.167333846806,76.9754431310096,36099520.6658509,0.120415039479916,0.000201093642944137,20.88400000002,1,visible
2026-01-08 05:59:39,0,C10,BeiDou,10,240.07132263708,48.7660259028624,37577309.6788543,0.125344413030078,-0.000391859168428298,20.88400000002,1,visible
2026-01-08 05:59:39,0,C11,BeiDou,11,72.5279721218669,63.1342273428575,22115817.5950794,0.0737704268567003,0.000818101832330366,20.88400000002,1,visible
2026-01-08 05:59:39,0,C12,BeiDou,12,40.0007038488761,15.4910222784539,25569870.8658595,0.0852919083970401,0.000172237572389519,20.88400000002,1,visible
2026-01-08 05:59:39,0,C13,BeiDou,13,201.543613357958,-16.0682260468834,43219969.8826273,0.1441663014839,-0.000270357666162013,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C14,BeiDou,14,150.156989136949,-21.301433168043,29549084.2579744,0.0985651355444519,-0.000735979762449763,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C16,BeiDou,16,159.417948756431,84.0262942277665,35840225.3097738,0.119550123271526,-0.000869247842776904,20.88400000002,1,visible
2026-01-08 05:59:39,0,C19,BeiDou,19,352.03464362128,-9.98561951616976,28334364.3370437,0.0945132660310076,-0.000960910823579182,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C20,BeiDou,20,311.55603579635,0.189664575187336,27177356.898596,0.0906539046375745,-0.00094683457367363,20.88400000002,1,visible
2026-01-08 05:59:39,0,C21,BeiDou,21,81.3818384132421,-28.5370022535397,30369560.3147377,0.101301949079512,-0.000894092852104183,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C22,BeiDou,22,35.9921298141111,-22.1370647718706,29678420.0284855,0.0989965532371249,0.000428692731655193,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C23,BeiDou,23,328.597894235386,64.436339828731,22024613.6942614,0.0734662033901513,-0.000513185307123117,20.88400000002,1,visible
2026-01-08 05:59:39,0,C24,BeiDou,24,119.161219825853,2.29065140866484,26926730.9847477,0.0898179065757141,1.62791931806182e-05,20.88400000002,1,visible
2026-01-08 05:59:39,0,C25,BeiDou,25,104.298508581701,56.7402734467387,22359307.6954181,0.0745826224067921,0.000966588085280135,20.88400000002,1,visible
2026-01-08 05:59:39,0,C26,BeiDou,26,126.713157931188,-35.2829330237216,31116777.6156719,0.103794397708537,-0.000578411761712898,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C27,BeiDou,27,215.569780255698,-16.9081352464371,29079396.230019,0.0969984249237483,0.00057923676562116,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C28,BeiDou,28,206.386776375561,18.9633038232933,25157226.0020789,0.0839154732907887,0.000468863238487421,20.88400000002,1,visible
2026-01-08 05:59:39,0,C29,BeiDou,29,328.409427763733,-79.7132847495367,34159260.5272362,0.113943028304055,0.0005472727283713,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C30,BeiDou,30,230.005870832078,-57.0184272517236,33037180.5899959,0.110200172513999,0.000360069996122583,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C32,BeiDou,32,261.574224368151,3.39216574510125,26803285.6272685,0.0894061371859746,-0.000966180935682841,20.88400000002,1,visible
2026-01-08 05:59:39,0,C33,BeiDou,33,172.141668671218,-15.6222149192599,28917631.1716712,0.096458834770524,-0.000956763402019882,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C34,BeiDou,34,50.0722688709258,39.7023083999749,23396552.8867504,0.078042499944246,0.000858343423513122,20.88400000002,1,visible
2026-01-08 05:59:39,0,C35,BeiDou,35,27.5884147617409,-43.9745050701785,31979998.962794,0.106673794184622,-0.000224222135359163,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C36,BeiDou,36,283.652505491431,-67.4134029405261,33671151.1397463,0.112314870642097,0.000306302790980014,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C37,BeiDou,37,306.968984264072,15.7499045830938,25493880.450748,0.085038431656436,-0.0009054927787423,20.88400000002,1,visible
2026-01-08 05:59:39,0,C38,BeiDou,38,177.232507149479,-12.1154504748728,42936847.8252464,0.14322190795489,0.000267550559322898,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C39,BeiDou,39,153.43642645435,69.0364610901,36039266.8422315,0.120214054358337,-1.77831372942715e-05,20.88400000002,1,visible
2026-01-08 05:59:39,0,C40,BeiDou,40,238.133449063876,72.4681184959734,36192655.7807945,0.120725704783389,-0.000197974223384382,20.88400000002,1,visible
2026-01-08 05:59:39,0,C41,BeiDou,41,213.445461760058,-4.04340999760477,27584248.89976,0.0920111502596906,-0.000946769156752174,20.88400000002,0,below_elevation_mask
2026-01-08 05:59:39,0,C42,BeiDou,42,125.870544736096,-25.9775425792185,30050793.6681269,0.100238657998951,-0.000920732409738347,20.88400000002,0,below_elevation_mask
