start_time,end_time,duration_hours,time_step_minutes,lat_deg,lon_deg,height_m,elevation_mask_deg,common_visible_count,start_only_count,end_only_count,median_angular_shift_deg,mean_angular_shift_deg,max_angular_shift_deg
2026-01-08 05:59:39,2026-01-08 06:29:39,0.5,15,35.77204196,120.0247721,92.889,0,53,7,3,11.0806010904531,9.52748119495858,18.0004745835348
